produto;sexo;idade_entrada;breakeven_exibido;breakeven_real;regra;resgate_10a_por_1mm;aportes_10a_por_1mm;pct_do_aportado
PRUDENTIAL_VIDA_INTEIRA_10;M;46;10;10;FIXO;565260.00;545544.20;103.61
PRUDENTIAL_VIDA_INTEIRA_10;M;47;10;10;FIXO;577160.00;559875.50;103.09
PRUDENTIAL_VIDA_INTEIRA_10;M;48;10;10;FIXO;589120.00;574613.30;102.52
PRUDENTIAL_VIDA_INTEIRA_10;M;49;10;10;FIXO;601140.00;589791.70;101.92
PRUDENTIAL_VIDA_INTEIRA_10;M;50;10;10;FIXO;613200.00;605424.90;101.28
PRUDENTIAL_VIDA_INTEIRA_10;M;51;10;10;FIXO;625310.00;621534.90;100.61
PRUDENTIAL_VIDA_INTEIRA_10;M;52;10;;FIXO;637410.00;638102.60;99.89
PRUDENTIAL_VIDA_INTEIRA_10;M;53;10;;FIXO;649480.00;655143.10;99.14
PRUDENTIAL_VIDA_INTEIRA_10;M;54;10;;FIXO;661480.00;672643.40;98.34
PRUDENTIAL_VIDA_INTEIRA_10;M;55;10;;FIXO;673400.00;690627.40;97.51
PRUDENTIAL_VIDA_INTEIRA_10;M;56;;;CALCULADO;685220.00;709143.50;96.63
PRUDENTIAL_VIDA_INTEIRA_10;M;57;;;CALCULADO;696950.00;728269.90;95.70
PRUDENTIAL_VIDA_INTEIRA_10;M;58;;;CALCULADO;708600.00;748101.00;94.72
PRUDENTIAL_VIDA_INTEIRA_10;M;59;;;CALCULADO;720160.00;768737.10;93.68
PRUDENTIAL_VIDA_INTEIRA_10;M;60;;;CALCULADO;731620.00;790264.60;92.58
PRUDENTIAL_VIDA_INTEIRA_10;M;61;;;CALCULADO;742930.00;812744.70;91.41
PRUDENTIAL_VIDA_INTEIRA_10;M;62;;;CALCULADO;754050.00;836213.60;90.17
PRUDENTIAL_VIDA_INTEIRA_10;M;63;;;CALCULADO;764890.00;860716.30;88.87
PRUDENTIAL_VIDA_INTEIRA_10;M;64;;;CALCULADO;775410.00;886318.30;87.49
PRUDENTIAL_VIDA_INTEIRA_10;M;65;;;CALCULADO;785570.00;913130.80;86.03
PRUDENTIAL_VIDA_INTEIRA_10;M;66;;;CALCULADO;795380.00;941360.60;84.49
PRUDENTIAL_VIDA_INTEIRA_10;M;67;;;CALCULADO;804860.00;971276.90;82.87
PRUDENTIAL_VIDA_INTEIRA_10;M;68;;;CALCULADO;814060.00;1003220.80;81.14
PRUDENTIAL_VIDA_INTEIRA_10;M;69;;;CALCULADO;823030.00;1037523.70;79.33
PRUDENTIAL_VIDA_INTEIRA_10;M;70;;;CALCULADO;831780.00;1074434.40;77.42
PRUDENTIAL_VIDA_INTEIRA_10;M;71;;;CALCULADO;378730.00;1070369.00;35.38
PRUDENTIAL_VIDA_INTEIRA_10;M;72;;;CALCULADO;384110.00;1135473.50;33.83
PRUDENTIAL_VIDA_INTEIRA_10;M;73;;;CALCULADO;389200.00;1204948.50;32.30
PRUDENTIAL_VIDA_INTEIRA_10;M;74;;;CALCULADO;393860.00;1278724.80;30.80
PRUDENTIAL_VIDA_INTEIRA_10;M;75;;;CALCULADO;398050.00;1356867.60;29.34
