produto;sexo;idade;taxa_anual_por_1mm;capital_max;fonte;origem
MAG_WL_INTEGRAL_10;M;51;58418.539550;;PDF;MAG\HOMEM_\MAG - HOMEM - 51 ANOS.pdf
MAG_WL_INTEGRAL_10;M;52;59839.460052;;PDF;MAG\HOMEM_\MAG - HOMEM - 52 ANOS.pdf
MAG_WL_INTEGRAL_10;M;53;61295.058777;;PDF;MAG\HOMEM_\MAG - HOMEM - 53 ANOS.pdf
MAG_WL_INTEGRAL_10;M;54;62788.364216;;PDF;MAG\HOMEM_\MAG - HOMEM - 54 ANOS.pdf
MAG_WL_INTEGRAL_10;M;55;64338.503686;;PDF;MAG\HOMEM_\MAG - HOMEM - 55 ANOS.pdf
MAG_WL_INTEGRAL_10;M;56;65937.587169;;PDF;MAG\HOMEM_\MAG - HOMEM - 56 ANOS.pdf
MAG_WL_INTEGRAL_10;M;57;67599.342499;;PDF;MAG\HOMEM_\MAG - HOMEM - 57 ANOS.pdf
MAG_WL_INTEGRAL_10;M;58;69321.299064;;PDF;MAG\HOMEM_\MAG - HOMEM - 58 ANOS.pdf
MAG_WL_INTEGRAL_10;M;59;71126.857940;;PDF;MAG\HOMEM_\MAG - HOMEM - 59 ANOS.pdf
MAG_WL_INTEGRAL_10;M;60;72996.921698;;PDF;MAG\HOMEM_\MAG - HOMEM - 60 ANOS.pdf
MAG_WL_INTEGRAL_10;M;61;74948.625224;;PDF;MAG\HOMEM_\MAG - HOMEM - 61 ANOS.pdf
MAG_WL_INTEGRAL_10;M;62;76873.540546;;PDF;MAG\HOMEM_\MAG - HOMEM - 62 ANOS.pdf
MAG_WL_INTEGRAL_10;M;63;78780.155409;;PDF;MAG\HOMEM_\MAG - HOMEM - 63 ANOS.pdf
MAG_WL_INTEGRAL_10;M;64;80638.334330;;PDF;MAG\HOMEM_\MAG - HOMEM - 64 ANOS.pdf
MAG_WL_INTEGRAL_10;M;65;82420.761108;;PDF;MAG\HOMEM_\MAG - HOMEM - 65 ANOS.pdf
MAG_WL_INTEGRAL_10;M;66;84119.764893;;PDF;MAG\HOMEM_\MAG - HOMEM - 66 ANOS.pdf
MAG_WL_INTEGRAL_10;M;67;85701.912732;;PDF;MAG\HOMEM_\MAG - HOMEM - 67 ANOS.pdf
MAG_WL_INTEGRAL_10;M;68;87156.903766;;PDF;MAG\HOMEM_\MAG - HOMEM - 68 ANOS.pdf
MAG_WL_INTEGRAL_10;M;69;88405.020921;;PDF;MAG\HOMEM_\MAG - HOMEM - 69 ANOS.pdf
MAG_WL_INTEGRAL_10;M;70;89427.744571;;PDF;MAG\HOMEM_\MAG - HOMEM - 70 ANOS.pdf
MAG_WL_INTEGRAL_10;M;71;91880.932457;;PDF;MAG\HOMEM_\MAG - HOMEM - 71 ANOS.pdf
MAG_WL_INTEGRAL_10;M;72;94454.751943;;PDF;MAG\HOMEM_\MAG - HOMEM - 72 ANOS.pdf
MAG_WL_INTEGRAL_10;M;73;97118.569436;;PDF;MAG\HOMEM_\MAG - HOMEM - 73 ANOS.pdf
MAG_WL_INTEGRAL_10;M;74;99869.326559;;PDF;MAG\HOMEM_\MAG - HOMEM - 74 ANOS.pdf
MAG_WL_INTEGRAL_10;M;75;102750.896593;;PDF;MAG\HOMEM_\MAG - HOMEM - 75 ANOS.pdf
MAG_WL_INTEGRAL_10;M;76;105935.515043;;PDF;MAG\HOMEM_\MAG - HOMEM - 76 ANOS.pdf
MAG_WL_INTEGRAL_10;M;77;109365.999203;;PDF;MAG\HOMEM_\MAG - HOMEM - 77 ANOS.pdf
MAG_WL_INTEGRAL_10;M;78;113059.344491;;PDF;MAG\HOMEM_\MAG - HOMEM - 78 ANOS.pdf
MAG_WL_INTEGRAL_10;M;79;116977.057183;;PDF;MAG\HOMEM_\MAG - HOMEM - 79 ANOS.pdf
MAG_WL_INTEGRAL_10;M;80;121344.730026;;PDF;MAG\HOMEM_\MAG - HOMEM - 80 ANOS.pdf
MAG_WL_SUCESSAO_10;F;16;17841.532178;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 16 ANOS.pdf
MAG_WL_SUCESSAO_10;F;17;18282.496513;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 17 ANOS.pdf
MAG_WL_SUCESSAO_10;F;18;18734.279737;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 18 ANOS.pdf
MAG_WL_SUCESSAO_10;F;19;19197.140865;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 19 ANOS.pdf
MAG_WL_SUCESSAO_10;F;20;19671.428571;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 20 ANOS.pdf
MAG_WL_SUCESSAO_10;F;21;20157.441721;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 21 ANOS.pdf
MAG_WL_SUCESSAO_10;F;22;20655.528990;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 22 ANOS.pdf
MAG_WL_SUCESSAO_10;F;23;21165.999203;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 23 ANOS.pdf
MAG_WL_SUCESSAO_10;F;24;21689.181112;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 24 ANOS.pdf
MAG_WL_SUCESSAO_10;F;25;22225.323770;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 25 ANOS.pdf
MAG_WL_SUCESSAO_10;F;26;22774.815700;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 26 ANOS.pdf
MAG_WL_SUCESSAO_10;F;27;23337.955768;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 27 ANOS.pdf
MAG_WL_SUCESSAO_10;F;28;23915.022913;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 28 ANOS.pdf
MAG_WL_SUCESSAO_10;F;29;24506.385734;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 29 ANOS.pdf
MAG_WL_SUCESSAO_10;F;30;25112.412831;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 30 ANOS_.pdf
MAG_WL_SUCESSAO_10;F;31;25733.442917;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 31 ANOS.pdf
MAG_WL_SUCESSAO_10;F;32;26369.874477;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 32 ANOS.pdf
MAG_WL_SUCESSAO_10;F;33;27022.115959;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 33 ANOS.pdf
MAG_WL_SUCESSAO_10;F;34;27690.476190;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 34 ANOS.pdf
MAG_WL_SUCESSAO_10;F;35;28375.383543;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 35 ANOS SUCESSÃO.pdf
MAG_WL_SUCESSAO_10;F;36;29077.166766;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 36 ANOS.pdf
MAG_WL_SUCESSAO_10;F;37;29796.094840;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 37 ANOS.pdf
MAG_WL_SUCESSAO_10;F;38;30532.476589;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 38 ANOS.pdf
MAG_WL_SUCESSAO_10;F;39;31286.610879;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 39 ANOS.pdf
MAG_WL_SUCESSAO_10;F;40;32058.846384;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 40 ANOS.pdf
MAG_WL_SUCESSAO_10;F;41;32849.541741;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 41 ANOS.pdf
MAG_WL_SUCESSAO_10;F;42;33659.135286;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 42 ANOS.pdf
MAG_WL_SUCESSAO_10;F;43;34488.085276;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 43 ANOS.pdf
MAG_WL_SUCESSAO_10;F;44;35336.999402;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 44 ANOS.pdf
MAG_WL_SUCESSAO_10;F;45;36206.306037;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 45 ANOS.pdf
MAG_WL_SUCESSAO_10;F;46;37096.612871;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 46 ANOS.pdf
MAG_WL_SUCESSAO_10;F;47;38008.507671;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 47 ANOS.pdf
MAG_WL_SUCESSAO_10;F;48;38942.418809;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 48 ANOS.pdf
MAG_WL_SUCESSAO_10;F;49;39898.844391;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 49 ANOS.pdf
MAG_WL_SUCESSAO_10;F;50;40878.302451;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 50 ANOS_.pdf
MAG_WL_SUCESSAO_10;F;51;41881.261207;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 51 ANOS.pdf
MAG_WL_SUCESSAO_10;F;52;42908.218769;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 52 ANOS.pdf
MAG_WL_SUCESSAO_10;F;53;43959.573620;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 53 ANOS.pdf
MAG_WL_SUCESSAO_10;F;54;45035.843794;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 54 ANOS.pdf
MAG_WL_SUCESSAO_10;F;55;46137.816298;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 55 ANOS.pdf
MAG_WL_SUCESSAO_10;F;56;47266.327954;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 56 ANOS.pdf
MAG_WL_SUCESSAO_10;F;57;48422.384937;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 57 ANOS.pdf
MAG_WL_SUCESSAO_10;F;58;49607.152819;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 58 ANOS.pdf
MAG_WL_SUCESSAO_10;F;59;50821.717474;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 59 ANOS.pdf
MAG_WL_SUCESSAO_10;F;60;52066.885834;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 60 ANOS_.pdf
MAG_WL_SUCESSAO_10;F;61;53343.235704;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 61 ANOS.pdf
MAG_WL_SUCESSAO_10;F;62;54651.155609;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 62 ANOS.pdf
MAG_WL_SUCESSAO_10;F;63;55990.695358;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 63 ANOS.pdf
MAG_WL_SUCESSAO_10;F;64;57362.173740;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 64 ANOS.pdf
MAG_WL_SUCESSAO_10;F;65;58766.308029;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 65 ANOS.pdf
MAG_WL_SUCESSAO_10;F;66;60204.463040;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 66 ANOS.pdf
MAG_WL_SUCESSAO_10;F;67;61678.431959;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 67 ANOS.pdf
MAG_WL_SUCESSAO_10;F;68;63190.565850;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 68 ANOS.pdf
MAG_WL_SUCESSAO_10;F;69;64743.215780;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 69 ANOS.pdf
MAG_WL_SUCESSAO_10;F;70;66338.145049;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 70 ANOS_.pdf
MAG_WL_SUCESSAO_10;F;71;67976.648735;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 71 ANOS.pdf
MAG_WL_SUCESSAO_10;F;72;69659.434150;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 72 ANOS.pdf
MAG_WL_SUCESSAO_10;F;73;71386.670652;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 73 ANOS.pdf
MAG_WL_SUCESSAO_10;F;74;73158.876270;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 74 ANOS.pdf
MAG_WL_SUCESSAO_10;F;75;74977.256426;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 75 ANOS.pdf
MAG_WL_SUCESSAO_10;F;76;76844.042638;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 76 ANOS.pdf
MAG_WL_SUCESSAO_10;F;77;78762.412831;;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 77 ANOS.pdf
MAG_WL_SUCESSAO_10;F;78;80736.387442;700000;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 78 ANOS LIMITE DE 700K.pdf
MAG_WL_SUCESSAO_10;F;79;82770.159110;700000;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 79 ANOS.pdf
MAG_WL_SUCESSAO_10;F;80;84867.247317;700000;PDF;MAG\SUCESSÃO MULHER\MAG - MULHER - 80 ANOS.pdf
MAG_WL_SUCESSAO_10;M;16;18376.439530;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 16 ANOS.pdf
MAG_WL_SUCESSAO_10;M;17;18827.116956;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 17ANOS.pdf
MAG_WL_SUCESSAO_10;M;18;19288.274557;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 18 ANOS.pdf
MAG_WL_SUCESSAO_10;M;19;19760.340705;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 19 ANOS.pdf
MAG_WL_SUCESSAO_10;M;20;20243.853357;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 20 ANOS.pdf
MAG_WL_SUCESSAO_10;M;21;20739.350468;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 21 ANOS.pdf
MAG_WL_SUCESSAO_10;M;22;21247.260410;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 22 ANOS.pdf
MAG_WL_SUCESSAO_10;M;23;21768.031480;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 23 ANOS.pdf
MAG_WL_SUCESSAO_10;M;24;22302.131899;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM  - 24 ANOS.pdf
MAG_WL_SUCESSAO_10;M;25;22849.910341;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 25 ANOS.pdf
MAG_WL_SUCESSAO_10;M;26;23411.775254;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 26 ANOS.pdf
MAG_WL_SUCESSAO_10;M;27;23987.985655;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 27 ANOS.pdf
MAG_WL_SUCESSAO_10;M;28;24578.800558;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 28 ANOS.pdf
MAG_WL_SUCESSAO_10;M;29;25184.588563;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 29 ANOS.pdf
MAG_WL_SUCESSAO_10;M;30;25805.578801;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 30 ANOS.pdf
MAG_WL_SUCESSAO_10;M;31;26442.109982;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 31 ANOS.pdf
MAG_WL_SUCESSAO_10;M;32;27094.480972;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 32 ANOS.pdf
MAG_WL_SUCESSAO_10;M;33;27762.990636;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 33 ANOS.pdf
MAG_WL_SUCESSAO_10;M;34;28448.037458;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 34 ANOS.pdf
MAG_WL_SUCESSAO_10;M;35;29149.940227;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 35 ANOS.pdf
MAG_WL_SUCESSAO_10;M;36;29869.037657;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 36 ANOS.pdf
MAG_WL_SUCESSAO_10;M;37;30605.638573;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 37 ANOS.pdf
MAG_WL_SUCESSAO_10;M;38;31360.081690;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 38 ANOS.pdf
MAG_WL_SUCESSAO_10;M;39;32132.765491;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 39 ANOS.pdf
MAG_WL_SUCESSAO_10;M;40;32923.998805;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 40 ANOS.pdf
MAG_WL_SUCESSAO_10;M;41;33734.150229;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 41 ANOS.pdf
MAG_WL_SUCESSAO_10;M;42;34563.618251;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 42 ANOS.pdf
MAG_WL_SUCESSAO_10;M;43;35412.851166;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 43 ANOS.pdf
MAG_WL_SUCESSAO_10;M;44;36282.287308;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 44 ANOS.pdf
MAG_WL_SUCESSAO_10;M;45;37172.394899;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 45 ANOS.pdf
MAG_WL_SUCESSAO_10;M;46;38083.741781;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 46 ANOS.pdf
MAG_WL_SUCESSAO_10;M;47;39016.816099;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 47 ANOS.pdf
MAG_WL_SUCESSAO_10;M;48;39972.205619;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 48 ANOS.pdf
MAG_WL_SUCESSAO_10;M;49;40950.508069;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 49 ANOS.pdf
MAG_WL_SUCESSAO_10;M;50;41952.161785;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 50 ANOS_.pdf
MAG_WL_SUCESSAO_10;M;51;42977.694760;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 51 ANOS.pdf
MAG_WL_SUCESSAO_10;M;52;44027.395896;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 52 ANOS.pdf
MAG_WL_SUCESSAO_10;M;53;45101.733413;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 53 ANOS.pdf
MAG_WL_SUCESSAO_10;M;54;46201.016139;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 54 ANOS.pdf
MAG_WL_SUCESSAO_10;M;55;47325.762104;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 55 ANOS.pdf
MAG_WL_SUCESSAO_10;M;56;48476.618848;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 56 ANOS.pdf
MAG_WL_SUCESSAO_10;M;57;49654.353457;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 57 ANOS.pdf
MAG_WL_SUCESSAO_10;M;58;50859.812712;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 58 ANOS.pdf
MAG_WL_SUCESSAO_10;M;59;52093.873282;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 59 ANOS.pdf
MAG_WL_SUCESSAO_10;M;60;53357.292289;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 60 ANOS_.pdf
MAG_WL_SUCESSAO_10;M;61;54650.687388;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 61 ANOS.pdf
MAG_WL_SUCESSAO_10;M;62;55974.526798;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 62 ANOS.pdf
MAG_WL_SUCESSAO_10;M;63;57328.703076;;ESTIMADO;interpolacao geometrica 62<->64
MAG_WL_SUCESSAO_10;M;64;58715.640566;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 64 ANOS.pdf
MAG_WL_SUCESSAO_10;M;65;60134.309623;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 65 ANOS.pdf
MAG_WL_SUCESSAO_10;M;66;61586.571030;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 66 ANOS.pdf
MAG_WL_SUCESSAO_10;M;67;63073.929070;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 67 ANOS.pdf
MAG_WL_SUCESSAO_10;M;68;64598.166966;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 68 ANOS.pdf
MAG_WL_SUCESSAO_10;M;69;66160.898585;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 69 ANOS.pdf
MAG_WL_SUCESSAO_10;M;70;67763.309424;;PDF;MAG\SUCESSÃO HOMEM\MAG- HOMEM - 70 ANOS.pdf
MAG_WL_SUCESSAO_10;M;71;69406.096832;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 71 ANOS.pdf
MAG_WL_SUCESSAO_10;M;72;71089.589560;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 72 ANOS.pdf
MAG_WL_SUCESSAO_10;M;73;72813.767683;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 73 ANOS.pdf
MAG_WL_SUCESSAO_10;M;74;74578.820482;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 74 ANOS.pdf
MAG_WL_SUCESSAO_10;M;75;76386.003188;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 75 ANOS.pdf
MAG_WL_SUCESSAO_10;M;76;78237.656904;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 76 ANOS.pdf
MAG_WL_SUCESSAO_10;M;77;80137.059175;;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 77 ANOS.pdf
MAG_WL_SUCESSAO_10;M;78;82088.449606;700000;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 78 ANOS LIMITE DE 700K.pdf
MAG_WL_SUCESSAO_10;M;79;84096.077762;700000;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 79 ANOS LIMITE DE 700K.pdf
MAG_WL_SUCESSAO_10;M;80;86163.222611;700000;PDF;MAG\SUCESSÃO HOMEM\MAG - HOMEM - 80 ANOS LIMITE DE 700K.pdf
METLIFE_VIDA_TOTAL_10;F;18;24251.260000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 18 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;19;24882.940000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 19 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;20;25530.980000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 20 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;21;26197.210000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 21 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;22;26882.260000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 22 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;23;27588.070000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 23 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;24;28314.120000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 24 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;25;29061.180000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 25 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;26;29833.330000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 26 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;27;30623.730000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 27 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;28;31437.770000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 28 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;29;32275.300000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 29 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;30;33395.910000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 30 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;31;34293.310000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 31 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;32;35213.170000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 32 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;33;36160.630000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 33 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;34;36738.470000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 34 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;35;36928.620000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 35 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;36;37530.800000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 36 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;37;38549.150000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 37 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;38;39592.140000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 38 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;39;40660.120000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 39 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;40;41568.680000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 40 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;41;42680.460000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 41 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;42;43816.020000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 42 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;43;44977.210000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 43 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;44;46166.250000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 44 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;45;47385.680000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 45 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;46;48640.950000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 46 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;47;49923.670000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 47 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;48;51244.880000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 48 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;49;52601.340000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 49 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;50;53206.620000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 50 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;51;54611.540000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 51 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;52;56050.690000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 52 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;53;57522.410000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 53 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;54;59033.160000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 54 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;55;60582.290000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 55 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;56;62173.770000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 56 ANOS.pdf
METLIFE_VIDA_TOTAL_10;F;57;63822.940000;;PDF;METLIFE\MULHER\METLIFE - MULHER - 57 ANOS.pdf
