produto;sexo;idade_atingida;resgate_por_1mm;n_estudos;dispersao_pct
METLIFE_VIDA_TOTAL_10;F;87;885316.20;57;0.0000
METLIFE_VIDA_TOTAL_10;F;88;893678.07;57;0.0000
METLIFE_VIDA_TOTAL_10;F;89;901755.10;57;0.0000
METLIFE_VIDA_TOTAL_10;F;90;909646.59;57;0.0000
METLIFE_VIDA_TOTAL_10;F;91;917481.33;57;0.0000
METLIFE_VIDA_TOTAL_10;F;92;925411.31;57;0.0000
METLIFE_VIDA_TOTAL_10;F;93;933618.13;57;0.0000
METLIFE_VIDA_TOTAL_10;F;94;942301.51;57;0.0000
METLIFE_VIDA_TOTAL_10;F;95;951626.82;57;0.0000
METLIFE_VIDA_TOTAL_10;F;96;961658.13;57;0.0000
METLIFE_VIDA_TOTAL_10;F;97;972333.17;57;0.0000
METLIFE_VIDA_TOTAL_10;F;98;983720.30;57;0.0000
METLIFE_VIDA_TOTAL_10;F;99;998769.14;57;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;24;259800.00;1;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;25;266270.00;2;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;26;272990.00;3;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;27;279940.00;4;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;28;287120.00;5;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;29;294530.00;6;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;30;302160.00;7;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;31;310020.00;8;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;32;318100.00;9;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;33;326380.00;10;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;34;334870.00;11;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;35;343570.00;12;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;36;352480.00;13;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;37;361570.00;14;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;38;370850.00;15;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;39;380310.00;16;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;40;389950.00;17;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;41;399760.00;18;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;42;409740.00;19;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;43;419880.00;19;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;44;430180.00;20;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;45;440640.00;21;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;46;451260.00;22;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;47;462040.00;23;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;48;472990.00;24;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;49;484100.00;25;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;50;495360.00;26;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;51;506770.00;27;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;52;518300.00;28;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;53;529930.00;29;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;54;541650.00;30;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;55;553430.00;31;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;56;565260.00;32;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;57;577160.00;33;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;58;589120.00;34;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;59;601140.00;35;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;60;613200.00;36;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;61;625310.00;37;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;62;637410.00;38;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;63;649480.00;39;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;64;661480.00;40;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;65;673400.00;41;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;66;685220.00;42;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;67;696950.00;43;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;68;708600.00;44;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;69;720160.00;45;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;70;731620.00;46;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;71;742930.00;47;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;72;754050.00;48;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;73;764890.00;49;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;74;775410.00;50;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;75;785570.00;51;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;76;795380.00;52;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;77;804860.00;53;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;78;814060.00;54;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;79;823030.00;55;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;80;831780.00;56;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;M;81;840290.00;57;54.9287
PRUDENTIAL_VIDA_INTEIRA_10;M;82;848520.00;58;54.7318
PRUDENTIAL_VIDA_INTEIRA_10;M;83;856400.00;59;54.5539
PRUDENTIAL_VIDA_INTEIRA_10;M;84;863870.00;60;54.4075
PRUDENTIAL_VIDA_INTEIRA_10;M;85;870920.00;61;54.2955
PRUDENTIAL_VIDA_INTEIRA_10;M;86;877590.00;61;51.1002
PRUDENTIAL_VIDA_INTEIRA_10;M;87;883930.00;61;48.1068
PRUDENTIAL_VIDA_INTEIRA_10;M;88;890020.00;61;45.2698
PRUDENTIAL_VIDA_INTEIRA_10;M;89;895960.00;61;42.5398
PRUDENTIAL_VIDA_INTEIRA_10;M;90;901880.00;61;39.8601
PRUDENTIAL_VIDA_INTEIRA_10;M;91;907890.00;61;37.1686
PRUDENTIAL_VIDA_INTEIRA_10;M;92;914180.00;61;34.3937
PRUDENTIAL_VIDA_INTEIRA_10;M;93;920930.00;61;31.4541
PRUDENTIAL_VIDA_INTEIRA_10;M;94;928340.00;61;28.2774
PRUDENTIAL_VIDA_INTEIRA_10;M;95;936520.00;61;24.8345
PRUDENTIAL_VIDA_INTEIRA_10;M;96;945400.00;61;21.1593
PRUDENTIAL_VIDA_INTEIRA_10;M;97;954680.00;61;17.3901
PRUDENTIAL_VIDA_INTEIRA_10;M;98;963670.00;61;13.8128
PRUDENTIAL_VIDA_INTEIRA_10;M;99;970870.00;61;10.9901
PRUDENTIAL_VIDA_INTEIRA_10;M;100;1000000.00;61;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;24;228650.00;1;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;25;234620.00;2;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;26;240780.00;3;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;27;247090.00;4;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;28;253580.00;5;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;29;260240.00;6;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;30;267080.00;7;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;31;274100.00;8;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;32;281300.00;9;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;33;288700.00;10;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;34;296270.00;11;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;35;304040.00;12;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;36;311990.00;13;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;37;320120.00;14;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;38;328400.00;15;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;39;336840.00;16;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;40;345430.00;17;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;41;354160.00;18;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;42;363030.00;19;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;43;372050.00;20;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;44;381230.00;21;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;45;390570.00;22;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;46;400080.00;23;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;47;409770.00;24;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;48;419630.00;25;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;49;429670.00;26;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;50;439870.00;27;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;51;450250.00;28;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;52;460790.00;29;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;53;471490.00;30;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;54;482330.00;31;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;55;493330.00;32;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;56;504490.00;33;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;57;515850.00;34;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;58;527430.00;35;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;59;539240.00;36;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;60;551290.00;37;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;61;563550.00;38;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;62;575990.00;39;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;63;588540.00;40;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;64;601160.00;41;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;65;613820.00;42;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;66;626530.00;43;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;67;639300.00;44;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;68;652170.00;45;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;69;665170.00;46;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;70;678300.00;47;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;71;691500.00;48;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;72;704710.00;49;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;73;717820.00;50;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;74;730740.00;51;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;75;743410.00;52;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;76;755810.00;53;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;77;767940.00;54;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;78;779810.00;55;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;79;791460.00;56;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;80;802870.00;57;0.0000
PRUDENTIAL_VIDA_INTEIRA_10;F;81;814000.00;58;51.2187
PRUDENTIAL_VIDA_INTEIRA_10;F;82;824780.00;59;50.6984
PRUDENTIAL_VIDA_INTEIRA_10;F;83;835140.00;60;50.2143
PRUDENTIAL_VIDA_INTEIRA_10;F;84;845030.00;61;49.7710
PRUDENTIAL_VIDA_INTEIRA_10;F;85;854420.00;62;49.3657
PRUDENTIAL_VIDA_INTEIRA_10;F;86;863340.00;62;45.8626
PRUDENTIAL_VIDA_INTEIRA_10;F;87;871830.00;62;42.5932
PRUDENTIAL_VIDA_INTEIRA_10;F;88;879960.00;62;39.5245
PRUDENTIAL_VIDA_INTEIRA_10;F;89;887800.00;62;36.6152
PRUDENTIAL_VIDA_INTEIRA_10;F;90;895460.00;62;33.8262
PRUDENTIAL_VIDA_INTEIRA_10;F;91;903040.00;62;31.1083
PRUDENTIAL_VIDA_INTEIRA_10;F;92;910690.00;62;28.4136
PRUDENTIAL_VIDA_INTEIRA_10;F;93;918570.00;62;25.6823
PRUDENTIAL_VIDA_INTEIRA_10;F;94;926870.00;62;22.8608
PRUDENTIAL_VIDA_INTEIRA_10;F;95;935690.00;62;19.9147
PRUDENTIAL_VIDA_INTEIRA_10;F;96;945000.00;62;16.8614
PRUDENTIAL_VIDA_INTEIRA_10;F;97;954530.00;62;13.7995
PRUDENTIAL_VIDA_INTEIRA_10;F;98;963630.00;62;10.9337
PRUDENTIAL_VIDA_INTEIRA_10;F;99;970870.00;62;8.6912
PRUDENTIAL_VIDA_INTEIRA_10;F;100;1000000.00;62;0.0000
