seguradora;produto;produto_pdf;sexo;idade;capital;premio_anual_sem_iof;premio_anual_com_iof;premio_mensal;anos_pagamento;data_cotacao;arquivo
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;33;1000000.0;34699.48;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 33 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;34;1000000.0;35528.37;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 34 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;35;1000000.0;36376.67;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 35 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;36;1000000.0;37244.82;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 36 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;37;1000000.0;38134.67;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 37 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;38;1000000.0;39046.78;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 38 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;39;1000000.0;39981.92;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 39 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;40;1000000.0;40939.89;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 40 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;41;1000000.0;41920.54;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 41 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;42;1000000.0;42922.73;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 42 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;43;1000000.0;43947.86;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 43 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;44;1000000.0;44997.39;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 44 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;45;1000000.0;46073.91;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 45 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;46;1000000.0;47178.39;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 46 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;47;1000000.0;48312.06;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 47 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;48;1000000.0;49473.32;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 48 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;49;1000000.0;50662.58;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 49 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;50;1000000.0;51881.12;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 50 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;51;1000000.0;53133.36;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 51 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;52;1000000.0;54422.63;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 52 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;53;1000000.0;55755.65;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 53 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;54;1000000.0;57136.38;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 54 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;55;1000000.0;58567.29;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 55 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;56;1000000.0;60048.2;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 56 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;57;1000000.0;61582.45;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 57 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;58;1000000.0;63174.15;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 58 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;59;1000000.0;64828.22;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 59 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;60;1000000.0;66550.98;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 60 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;61;1000000.0;68347.45;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 61 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;62;1000000.0;70120.08;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 62 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;63;1000000.0;71850.26;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 63 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;64;1000000.0;73524.55;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 64 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;65;1000000.0;75119.03;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 65 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;66;1000000.0;76616.13;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 66 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;67;1000000.0;77982.85;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 67 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;68;1000000.0;79188.39;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 68 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;69;1000000.0;80185.16;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 69 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;70;1000000.0;80931.56;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 70 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;71;1000000.0;82961.69;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 71 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;72;1000000.0;85108.36;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 72 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;73;1000000.0;87385.58;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 73 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;74;1000000.0;89828.51;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 74 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;75;1000000.0;92420.07;;;10;4 de dezembro de 2025;MAG\MULHER\MAG - MULHER - 75 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;76;1000000.0;95189.58;;;10;5 de março de 2026;MAG\MULHER\MAG - MULHER - 76 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;77;1000000.0;98151.35;;;10;5 de março de 2026;MAG\MULHER\MAG - MULHER - 77 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;78;1000000.0;101388.28;;;10;5 de março de 2026;MAG\MULHER\MAG - MULHER - 78 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;79;1000000.0;104907.3;;;10;5 de março de 2026;MAG\MULHER\MAG - MULHER - 79 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;F;80;1000000.0;108742.85;;;10;5 de março de 2026;MAG\MULHER\MAG - MULHER - 80 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;16;1000000.0;26531.92;;;10;27 de fevereiro de 2026;MAG\HOMEM_\MAG - HOMEM - 16 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;17;1000000.0;27164.46;;;10;27 de fevereiro de 2026;MAG\HOMEM_\MAG - HOMEM - 17 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;18;1000000.0;27794.56;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 18 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;19;1000000.0;28409.99;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 19 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;20;1000000.0;29020.36;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 20 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;21;1000000.0;29635.36;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 21 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;22;1000000.0;30266.21;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 22 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;23;1000000.0;30913.41;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 23 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;24;1000000.0;31584.19;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 24 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;25;1000000.0;32276.61;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 25 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;26;1000000.0;32990.12;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 26 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;27;1000000.0;33723.89;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 27 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;28;1000000.0;34479.37;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 28 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;29;1000000.0;35257.77;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 29 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;30;1000000.0;36056.61;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 30 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;31;1000000.0;36876.31;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 31 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;32;1000000.0;37717.21;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 32 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;33;1000000.0;38579.72;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 33 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;34;1000000.0;39463.41;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 34 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;35;1000000.0;40370.44;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 35 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;36;1000000.0;41301.71;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 36 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;37;1000000.0;42256.84;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 37 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;38;1000000.0;43233.08;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 38 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;39;1000000.0;44234.93;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 39 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;40;1000000.0;45265.2;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 40 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;41;1000000.0;46323.1;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 41 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;42;1000000.0;47407.73;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 42 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;43;1000000.0;48517.93;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 43 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;44;1000000.0;49659.61;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 44 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;45;1000000.0;50834.21;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 45 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;46;1000000.0;52043.95;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 46 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;47;1000000.0;53289.59;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 47 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;48;1000000.0;54572.35;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 48 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;49;1000000.0;55889.89;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 49 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;50;1000000.0;57248.94;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 50 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;51;1000000.0;58640.53;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 51 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;52;1000000.0;60066.85;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 52 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;53;1000000.0;61527.98;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 53 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;54;1000000.0;63026.96;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 54 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;55;1000000.0;64582.99;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 55 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;56;1000000.0;66188.15;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 56 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;57;1000000.0;67856.22;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 57 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;58;1000000.0;69584.72;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 58 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;59;1000000.0;71397.14;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 59 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;60;1000000.0;73274.31;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 60 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;61;1000000.0;75233.43;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 61 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;62;1000000.0;77165.66;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 62 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;63;1000000.0;79079.52;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 63 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;64;1000000.0;80944.76;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 64 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;65;1000000.0;82733.96;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 65 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;66;1000000.0;84439.42;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 66 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;67;1000000.0;86027.58;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 67 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;68;1000000.0;87488.1;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 68 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;69;1000000.0;88740.96;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 69 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;70;1000000.0;89767.57;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 70 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;71;1000000.0;92230.08;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 71 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;72;1000000.0;94813.68;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 72 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;73;1000000.0;97487.62;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 73 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;74;1000000.0;100248.83;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 74 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;75;1000000.0;103141.35;;;10;8 de dezembro de 2025;MAG\HOMEM_\MAG - HOMEM - 75 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;76;1000000.0;106338.07;;;10;5 de março de 2026;MAG\HOMEM_\MAG - HOMEM - 76 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;77;1000000.0;109781.59;;;10;5 de março de 2026;MAG\HOMEM_\MAG - HOMEM - 77 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;78;1000000.0;113488.97;;;10;5 de março de 2026;MAG\HOMEM_\MAG - HOMEM - 78 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;79;1000000.0;117421.57;;;10;5 de março de 2026;MAG\HOMEM_\MAG - HOMEM - 79 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10;WHOLE LIFE INTEGRAL 10 ANOS;M;80;1000000.0;121805.84;;;10;5 de março de 2026;MAG\HOMEM_\MAG - HOMEM - 80 ANOS.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;16;1000000.0;26531.92;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 16 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;17;1000000.0;27164.46;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 17 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;18;1000000.0;27794.56;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 18 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;19;1000000.0;28409.99;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 19 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;20;1000000.0;29020.36;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 20 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;21;1000000.0;29635.36;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 21 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;22;1000000.0;30266.21;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 22 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;23;1000000.0;30913.41;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 23 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;24;1000000.0;31584.19;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 24 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;25;1000000.0;32276.61;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 25 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;26;1000000.0;32990.12;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 26 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;27;1000000.0;33723.89;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 27 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;28;1000000.0;34479.37;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 28 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;29;1000000.0;35257.77;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 29 Anos - MAG.pdf
MAG;MAG_WL_INTEGRAL_10__REEMISSAO;WHOLE LIFE INTEGRAL 10 ANOS;M;30;1000000.0;36056.61;;;10;12 de maio de 2026;MAG\H 12.05.2026\H - 30 Anos - MAG.pdf
